,Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
998,77,Female,White,Widowed,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",12,No,Yes,No,Borrowed the book from a library,No,Yes
999,75,Female,White,Married,High school graduate,Retired,Refused,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1000,75,Male,White,Married,High school graduate,Retired,"$50,000 to under $75,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1001,75,Male,White,Living with a partner,High school graduate,Employed part-time,"$50,000 to under $75,000",12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1002,74,Male,White,Married,High school graduate,Employed part-time,"$75,000 to under $100,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1003,73,Female,White,Married,High school graduate,Retired,Refused,12,Yes,No,No,Purchased the book,Yes,No
1005,72,Female,White,Widowed,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",12,Yes,No,No,Purchased the book,Yes,Yes
1006,72,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",12,No,Yes,Yes,9,No,Yes
1007,70,Female,White,Married,High school graduate,Retired,Refused,12,Yes,No,No,Purchased the book,Yes,Yes
1008,70,Female,White,Never been married,College graduate,Retired,"$40,000 to under $50,000",12,Yes,No,No,Purchased the book,Yes,Yes
1009,70,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",12,Yes,No,No,Purchased the book,Yes,Yes
1010,68,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",12,Yes,No,No,Purchased the book,Yes,Yes
1013,67,Male,White,Married,College graduate,Retired,"$40,000 to under $50,000",12,Yes,No,No,Purchased the book,Yes,Yes
1017,66,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1018,66,Female,White,Married,College graduate,Employed part-time,"$100,000 to under $150,000",12,Yes,No,No,Purchased the book,Yes,Yes
1019,65,Male,White,Married,High school incomplete,Retired,"$20,000 to under $30,000",12,Yes,No,No,Purchased the book,No,Yes
1020,65,Female,White,Married,College graduate,Retired,Refused,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1021,65,Male,White,Married,College graduate,Retired,"$75,000 to under $100,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1022,65,Female,White,Married,College graduate,Retired,Refused,12,Yes,No,No,Purchased the book,Yes,Yes
1023,65,Male,White,Married,College graduate,Retired,"$75,000 to under $100,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1024,64,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",12,Yes,No,No,Purchased the book,Yes,Yes
1026,64,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1029,62,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1030,61,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Purchased the book,No,Yes
1031,61,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",12,Yes,No,No,Got the book some other way,No,No
1032,60,Female,White,Married,College graduate,Retired,"$75,000 to under $100,000",12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1033,60,Female,White,Widowed,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",12,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
1035,60,Female,White,Divorced,College graduate,Employed full-time,"$75,000 to under $100,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1037,59,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,Refused,12,Yes,No,Yes,Got the book some other way,Yes,No
1039,59,Female,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1040,58,Female,White,Divorced,"Some college, no 4-year degree",Not employed for pay,"$10,000 to under $20,000",12,Yes,No,No,Purchased the book,Yes,Yes
1042,58,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1043,58,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1044,57,Female,White,Married,College graduate,Employed full-time,Refused,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
1045,57,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1046,56,Female,White,Living with a partner,High school graduate,Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1047,55,Female,White,Single,High school graduate,Not employed for pay,Refused,12,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1048,55,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",12,Yes,No,No,Purchased the book,Yes,No
1049,55,Male,White,Living with a partner,College graduate,Employed full-time,Refused,12,Yes,No,Yes,Purchased the book,No,Yes
1051,54,Male,White,Married,High school incomplete,Disabled,"$20,000 to under $30,000",12,Yes,No,No,Purchased the book,Yes,Yes
1052,53,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",12,Yes,No,Yes,Purchased the book,No,Yes
1053,53,Female,White,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",12,Yes,No,No,Got the book some other way,Yes,Yes
1054,52,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1056,51,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1059,50,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$20,000 to under $30,000",12,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,No
1060,49,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",12,Yes,No,No,Borrowed the book from a library,No,Yes
1061,49,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",12,Yes,No,Yes,Got the book some other way,Yes,Yes
1062,49,Female,White,Married,College graduate,Not employed for pay,"9$100,000 to under $150,000",12,Yes,No,No,Purchased the book,No,No
1063,49,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",12,Yes,No,No,Purchased the book,No,No
1064,49,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",12,No,No,Yes,Purchased the book,Yes,Yes
1065,48,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",12,Yes,No,Yes,Purchased the book,Yes,No
1066,48,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",12,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1067,44,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1068,43,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",12,Yes,No,No,Got the book some other way,Yes,No
1069,43,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",12,Yes,No,Yes,Purchased the book,Yes,No
1070,43,Female,White,Married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",12,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
1071,42,Male,White,Married,High school incomplete,Employed part-time,"$40,000 to under $50,000",12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1072,42,Male,White,Divorced,High school graduate,Employed full-time,"$30,000 to under $40,000",12,Yes,No,No,Borrowed the book from a library,No,No
1073,41,Female,White,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1076,40,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1079,37,Male,White,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",12,No,No,No,Got the book some other way,No,No
1080,37,Female,White,Never been married,College graduate,Employed full-time,"$100,000 to under $150,000",12,Yes,No,No,Purchased the book,No,Yes
1081,36,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",12,Yes,No,Yes,Purchased the book,Yes,Yes
1082,36,Female,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Got the book some other way,No,Yes
1083,36,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",12,Yes,No,No,Purchased the book,Yes,No
1086,35,Female,White,Married,College graduate,Not employed for pay,"$75,000 to under $100,000",12,Yes,No,No,Borrowed the book from a friend or family member,No,No
1088,33,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",12,Yes,No,Yes,Purchased the book,Yes,No
1089,33,Male,White,Married,College graduate,Employed full-time,Refused,12,Yes,No,Yes,Got the book some other way,No,Yes
1091,32,Female,White,Married,High school graduate,Employed part-time,"$40,000 to under $50,000",12,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1092,32,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",12,Yes,No,No,Purchased the book,No,Yes
1093,32,Female,White,Married,College graduate,Employed full-time,"$40,000 to under $50,000",12,Yes,No,No,Borrowed the book from a friend or family member,No,No
1094,31,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Got the book some other way,Yes,No
1095,30,Female,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Purchased the book,Yes,Yes
1096,30,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",12,Yes,No,No,Purchased the book,No,Yes
1097,29,Female,White,Never been married,College graduate,Not employed for pay,"$10,000 to under $20,000",12,Yes,Yes,Yes,Purchased the book,Yes,No
1098,23,Female,White,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",12,Yes,No,No,Purchased the book,Yes,Yes
1099,22,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",12,Yes,No,Don’t know,Borrowed the book from a library,Yes,Yes
1100,22,Female,White,Single,College graduate,Employed full-time,"$20,000 to under $30,000",12,Yes,No,No,Purchased the book,No,No
1101,21,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1102,21,Female,White,Living with a partner,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",12,Yes,No,No,Got the book some other way,No,No
1103,20,Male,White,Single,"Some college, no 4-year degree",Not employed for pay,"$100,000 to under $150,000",12,Yes,No,No,Purchased the book,Yes,Yes
1104,19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$20,000 to under $30,000",12,Yes,No,No,Purchased the book,Yes,Yes
1105,19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"9$100,000 to under $150,000",12,Yes,No,No,Purchased the book,Yes,No
1106,18,Male,White,Single,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",12,Yes,No,Don’t know,Got the book some other way,Yes,Yes
1107,18,Male,White,Never been married,High school graduate,Not employed for pay,"$40,000 to under $50,000",12,Yes,No,Yes,Purchased the book,Yes,No
1108,17,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",12,Yes,No,Yes,Purchased the book,No,No
1109,17,Male,White,Never been married,High school incomplete,Employed part-time,"$10,000 to under $20,000",12,Yes,No,No,Purchased the book,Yes,No
1110,17,Female,White,Never been married,High school incomplete,Student,"$100,000 to under $150,000",12,Yes,No,No,Got the book some other way,No,No
1111,16,Male,White,Never been married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",12,Yes,No,No,Borrowed the book from a library,No,Yes
1114,16,Female,White,Never been married,High school incomplete,Employed part-time,"$100,000 to under $150,000",12,Yes,No,No,Purchased the book,No,No
1115,50,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",11,Yes,No,No,Purchased the book,Yes,No
1118,18,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"9$100,000 to under $150,000",11,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1119,64,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,Refused,10,Yes,No,No,Purchased the book,Yes,No
1122,67,Female,Other,Married,"Some college, no 4-year degree",Retired,Refused,10,Don’t know,No,No,Purchased the book,No,No
1124,18,Female,Other,Never been married,High school graduate,Employed part-time,"$30,000 to under $40,000",10,Yes,No,No,Borrowed the book from a library,No,Yes
1125,30,Female,Mixed race,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",10,Yes,Yes,Yes,Purchased the book,Yes,Yes
1132,17,Female,Asian or Pacific Islander,Never been married,High school graduate,Not employed for pay,"$75,000 to under $100,000",10,Yes,No,No,Purchased the book,Yes,Yes
